============================================================
Thread 0
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0          11007              2           7665  0000000000000000  0000000000000000
      1         424969        1126698           3539  0000000000000001  0000000000000001
      2            112             15              1  07823fdfb6f9703f  1252a3979cf71f5f
      3        182.333             73              1  07823fdfb6f9703f  177f18a8462e95b4
      4        3.66666             22              1  07823fdfb6f9703f  794494a0712d93ee
      5        90.6666             19              1  07823fdfb6f9703f  9f846c34b57e657f
      6        73.6666             16              1  07823fdfb6f9703f  a6b8f4c402554b3f
      7           1213           1388              7  07823fdfb6f9703f  c696ae931db4f6f6
      8        1.66667              9              0  07823fdfb6f9703f  fa37038f5fd246cd
      9        5.33333              5              0  0a8501e14dc8105c  0379f56bd60e8568
     10       0.666666              8              0  0a8501e14dc8105c  0ce5745bc8e406de
     11        76.6666            154              0  0a8501e14dc8105c  0cecf061135bbe90
     12       0.666666              6              1  0a8501e14dc8105c  0e31d82119907bec
     13       0.666666              3              0  0a8501e14dc8105c  1aff112aa0646e76
     14       0.333333              3              0  0a8501e14dc8105c  2234172c32b63762
     15        91.3332            115              2  0a8501e14dc8105c  2bfa6ec5ea77903e
     16        615.333             95              0  0a8501e14dc8105c  2ed87121af2b7ea2
     17        1039.67           1183             11  0a8501e14dc8105c  3b0d51d1885a88a1
     18        1.66667              2              1  0a8501e14dc8105c  40199dbc4c5c9db4
     19       0.666666              6              2  0a8501e14dc8105c  42415bb53fd6c965
     20       0.333333              4              1  0a8501e14dc8105c  47ce0574e987c5fd
     21       0.333333              3              0  0a8501e14dc8105c  4888df834dfc1e96
     22       0.666666              2              0  0a8501e14dc8105c  4b9daf8b2d5abb69
     23              4             33              0  0a8501e14dc8105c  546835811e65c56d
     24            168             75              1  0a8501e14dc8105c  55e8fb2d8053720a
     25       0.333333              4              1  0a8501e14dc8105c  5eb180ae3633e48e
     26       0.999999             10              1  0a8501e14dc8105c  608cf503d98e274e
     27       0.999999             10              1  0a8501e14dc8105c  60c49916ab48e104
     28        1.66667              7              2  0a8501e14dc8105c  6325db140e7362f9
     29       0.999999              6              1  0a8501e14dc8105c  71546ca885749424
     30       0.999999             11              3  0a8501e14dc8105c  78a3e79e79697399
     31       0.666666              7              1  0a8501e14dc8105c  8b5efcc9b410ffe6
     32       0.666666              7              1  0a8501e14dc8105c  92f9fbfec5c9c20f
     33              0              0              2  0a8501e14dc8105c  94f3476024415311
     34        1111.67            179              1  0a8501e14dc8105c  97e5f56451a62e2b
     35        128.667             76              7  0a8501e14dc8105c  a5ca22e0e01c3ea9
     36       0.333333              2              1  0a8501e14dc8105c  a88dc94376a29bab
     37        542.999           3388             46  0a8501e14dc8105c  aac6b68c3e5a9b82
     38        178.666            106              1  0a8501e14dc8105c  af024d914a2544bd
     39        615.333             88              1  0a8501e14dc8105c  b8601e852fe4d598
     40        30.6666             89              2  0a8501e14dc8105c  c14f17bb98e3e236
     41       0.333333              4              0  0a8501e14dc8105c  c1bab6280cdf8831
     42       0.333333              4              0  0a8501e14dc8105c  c3d4e86d735d0478
     43       0.333333              4              0  0a8501e14dc8105c  c3ef892568a8db24
     44       0.999999              3              0  0a8501e14dc8105c  d35378895de317f0
     45        81.3333              4              1  0a8501e14dc8105c  db52b498159bf83f
     46        5539.33           2125            147  0a8501e14dc8105c  e0c6152297f04f4c
     47       0.999999             12              3  0a8501e14dc8105c  e30516645664df96
     48        1.33333              6              1  0a8501e14dc8105c  e52985737a12b278
     49        340.333           3144              0  0a8501e14dc8105c  f21142d2e25c052d
     50        1.66667              5              1  0a8501e14dc8105c  f8ab94679cdf4a38
     51       0.333333              2              1  0a8501e14dc8105c  fbacdf32655961c4
     52       0.666666              8              2  13b4b854f95f0cfc  1516218faa7b89f3
     53        1.66667              6              2  13b4b854f95f0cfc  2ad8837520a504ae
     54        513.666             70              7  13b4b854f95f0cfc  47ad7bc13f5b9e52
     55        1.33333              6              0  13b4b854f95f0cfc  48c25fe4aa951895
     56       0.666666              5              2  13b4b854f95f0cfc  68a00169e8a15df1
     57        72.6666             45              2  13b4b854f95f0cfc  9544da08ca73ab55
     58        2.66666             14              2  13b4b854f95f0cfc  a6443b1519d28b0a
     59       0.666666              6              0  142e3c15e7284896  362c632c82d58cc2
     60        806.999           1965              9  142e3c15e7284896  6cc9c73aee4658c1
     61            141             11              1  142e3c15e7284896  d4dd2c26d70ed050
     62        1.66667              8              1  142e3c15e7284896  d7f20977e861d976
     63       0.666666              7              1  142e3c15e7284896  ddc1754c49f3c3f7
     64       0.999999             11              1  1f4a9263108c8b1c  0915aaa5340e5603
     65        72.6666             17              2  1f4a9263108c8b1c  097ba3bc25fab1e1
     66        16.3333             98              0  1f4a9263108c8b1c  127a7f45dbc9198e
     67        66.6666              5              0  1f4a9263108c8b1c  162b6a015df026ea
     68        78.9999             13              2  1f4a9263108c8b1c  16c743219ae451aa
     69        79.6666             12              2  1f4a9263108c8b1c  1d37b5d7178c4859
     70       0.666666              5              1  1f4a9263108c8b1c  1dfaadb4eac51250
     71       0.333333              3              1  1f4a9263108c8b1c  1e43f6ea2b53b419
     72       0.666666              5              0  1f4a9263108c8b1c  208b9c9a37acd5e0
     73            161             12              1  1f4a9263108c8b1c  220eda93f2287fbf
     74       0.999999              4              0  1f4a9263108c8b1c  22f01774ab30e909
     75       0.666666              7              1  1f4a9263108c8b1c  2ca54dfd9c463310
     76        225.333            226              1  1f4a9263108c8b1c  401d3e77e2d4c1a0
     77        2.66666              3              0  1f4a9263108c8b1c  4cf698b55523e989
     78       0.666666              6              0  1f4a9263108c8b1c  4f9d742b077ed47e
     79       0.999999             11              1  1f4a9263108c8b1c  56f9f0e55ecf3023
     80        215.666             94              0  1f4a9263108c8b1c  601306b96e0b65a0
     81       0.333333              2              1  1f4a9263108c8b1c  64cf24b25ef59d35
     82        2.66666             17              3  1f4a9263108c8b1c  67c6a6b9d0c244c3
     83        3.66666              4              1  1f4a9263108c8b1c  6ca95a27d8bc64e7
     84       0.666666              8              1  1f4a9263108c8b1c  6fa5dc0fc06c5e11
     85        9.33332             99              0  1f4a9263108c8b1c  736a5938df423947
     86       0.999999              6              1  1f4a9263108c8b1c  7a2cf7ccbbec4191
     87        66.3333             11              1  1f4a9263108c8b1c  9478110469709846
     88        2.33333             20              0  1f4a9263108c8b1c  9a796eb8a1fa7fe4
     89             20             97              1  1f4a9263108c8b1c  a209d920281a1e65
     90        3.66666              4              0  1f4a9263108c8b1c  a3579eb9f1a8e7c6
     91        69.6666              5              0  1f4a9263108c8b1c  b8c85e2b28a04892
     92       0.999999              9              1  1f4a9263108c8b1c  bdecbb33ec387f5f
     93       0.999999              5              0  1f4a9263108c8b1c  c1f38b982adc4cea
     94        13.6667             95              1  1f4a9263108c8b1c  c47c8d5145a61f47
     95        82.3333             16              2  1f4a9263108c8b1c  c9bb6650ec52610b
     96       0.333333              3              1  1f4a9263108c8b1c  ce3af1600acaa427
     97        61.3333              3              1  1f4a9263108c8b1c  d700aff64ffe6441
     98       0.999999             11              1  1f4a9263108c8b1c  ee7375cbd65e66d4
     99        62.6666              5              1  1f4a9263108c8b1c  fe844c3dbb6e1fe5
    100        1.66667             15              3  24c61b1311617a77  02c5eb784bf3817d
    101        84.6666             13              2  24c61b1311617a77  06f3fdcdcd575bb8
