============================================================
Thread 0
  BBLID       Time(ns)    Instruction  Memory Access          Hash(hi)          Hash(lo)
      0        11006.7              0           7665  0000000000000000  0000000000000000
      1         982986        8110567         119389  0000000000000001  0000000000000001
      2        107.667             17              1  07823fdfb6f9703f  1252a3979cf71f5f
      3        181.666             73              1  07823fdfb6f9703f  177f18a8462e95b4
      4        3.33333             18              1  07823fdfb6f9703f  794494a0712d93ee
      5        90.6666             18              1  07823fdfb6f9703f  9f846c34b57e657f
      6        73.6666             13              1  07823fdfb6f9703f  a6b8f4c402554b3f
      7           1167           1387              7  07823fdfb6f9703f  c696ae931db4f6f6
      8        1.66667             10              0  07823fdfb6f9703f  fa37038f5fd246cd
      9        5.66666              5              0  0a8501e14dc8105c  0379f56bd60e8568
     10       0.666666              8              0  0a8501e14dc8105c  0ce5745bc8e406de
     11        79.9999            154              0  0a8501e14dc8105c  0cecf061135bbe90
     12       0.333333              2              1  0a8501e14dc8105c  0e31d82119907bec
     13       0.666666              3              0  0a8501e14dc8105c  1aff112aa0646e76
     14       0.333333              3              0  0a8501e14dc8105c  2234172c32b63762
     15        149.333            113              2  0a8501e14dc8105c  2bfa6ec5ea77903e
     16        615.333             95              0  0a8501e14dc8105c  2ed87121af2b7ea2
     17        964.999           1229             10  0a8501e14dc8105c  3b0d51d1885a88a1
     18        3.66666              5              1  0a8501e14dc8105c  40199dbc4c5c9db4
     19       0.666666              7              2  0a8501e14dc8105c  42415bb53fd6c965
     20       0.333333              4              1  0a8501e14dc8105c  47ce0574e987c5fd
     21       0.666666              6              1  0a8501e14dc8105c  4888df834dfc1e96
     22       0.999999              4              0  0a8501e14dc8105c  4b9daf8b2d5abb69
     23              4             29              0  0a8501e14dc8105c  546835811e65c56d
     24            339             86              3  0a8501e14dc8105c  55e8fb2d8053720a
     25        8.33333              4              1  0a8501e14dc8105c  5eb180ae3633e48e
     26       0.666666              7              3  0a8501e14dc8105c  608cf503d98e274e
     27       0.999999             10              2  0a8501e14dc8105c  60c49916ab48e104
     28        1.66667              6              2  0a8501e14dc8105c  6325db140e7362f9
     29       0.666666              5              1  0a8501e14dc8105c  71546ca885749424
     30        1.66667             12              3  0a8501e14dc8105c  78a3e79e79697399
     31       0.666666              7              1  0a8501e14dc8105c  8b5efcc9b410ffe6
     32        6.66666              5              1  0a8501e14dc8105c  92f9fbfec5c9c20f
     33              0              0              2  0a8501e14dc8105c  94f3476024415311
     34            304            178              2  0a8501e14dc8105c  97e5f56451a62e2b
     35            170             78              7  0a8501e14dc8105c  a5ca22e0e01c3ea9
     36       0.333333              2              1  0a8501e14dc8105c  a88dc94376a29bab
     37        806.999           3388             80  0a8501e14dc8105c  aac6b68c3e5a9b82
     38            189            103              0  0a8501e14dc8105c  af024d914a2544bd
